t,firm_id,price,cost,quantity,profit
0,0,2.6,1.0,2500.0,4000.0
0,1,2.6,1.0,2500.0,4000.0
0,2,2.6,1.0,2500.0,4000.0
1,0,2.6,0.949708410006399,2500.0,4125.728974984003
1,1,2.6,1.1217890437087754,2500.0,3695.5273907280616
1,2,2.6,0.9728880593045229,2500.0,4067.779851738693
2,0,2.6,1.0227267424036386,2500.0,3943.183143990904
2,1,2.6,1.0048584920091304,2500.0,3987.853769977174
2,2,2.6,0.8299413693508783,2500.0,4425.146576622805
3,0,2.6,1.020399464204032,2500.0,3949.00133948992
3,1,2.6,0.9600792386228596,2500.0,4099.801903442852
3,2,2.6,0.8387488834845078,2500.0,4403.127791288731
4,0,2.6,1.0729290235046984,2500.0,3817.6774412382542
4,1,2.6,0.9916972200910602,2500.0,4020.7569497723493
4,2,2.6,0.8029515508320294,2500.0,4492.621122919926
5,0,2.6,0.9800546628211662,2500.0,4049.8633429470847
5,1,2.6,0.886414474012247,2500.0,4283.963814969383
5,2,2.6,0.8265447443451527,2500.0,4433.638139137118
6,0,2.6,1.1518858974095445,2500.0,3620.285256476139
6,1,2.6,0.8858246545490729,2500.0,4285.438363627318
6,2,2.6,0.7073164475828535,2500.0,4731.708881042867
7,0,2.6,1.1344418671498213,2500.0,3663.895332125447
7,1,2.6,0.9652179735984754,2500.0,4086.9550660038117
7,2,2.6,0.7266154926672697,2500.0,4683.461268331826
8,0,2.6,1.0092485110390488,2500.0,3976.878722402378
8,1,2.6,0.9663484296043857,2500.0,4084.1289259890355
8,2,2.6,0.781133967850722,2500.0,4547.165080373195
9,0,2.6,1.0930630951018505,2500.0,3767.342262245374
9,1,2.6,0.7663053475145237,2500.0,4584.236631213691
9,2,2.6,0.7398583925418406,2500.0,4650.354018645398
10,0,2.6,1.1436683120232274,2500.0,3640.8292199419316
10,1,2.6,0.9594928757069651,2500.0,4101.267810732587
10,2,2.6,0.8573450330747331,2500.0,4356.637417313167
11,0,2.6,1.0335659595563162,2500.0,3916.0851011092095
11,1,2.6,1.0563140144927374,2500.0,3859.214963768157
11,2,2.6,0.8136855513748343,2500.0,4465.786121562915
12,0,2.6,1.0211203495598664,2500.0,3947.199126100334
12,1,2.6,1.023131465988432,2500.0,3942.17133502892
12,2,2.6,0.8445738631221127,2500.0,4388.565342194718
13,0,2.6,1.1905740845780617,2500.0,3523.564788554846
13,1,2.6,0.9251217822851174,2500.0,4187.195544287207
13,2,2.6,0.9304787401543781,2500.0,4173.803149614055
14,0,2.6,1.1982785629579522,2500.0,3504.30359260512
14,1,2.6,1.0065068829496828,2500.0,3983.732792625793
14,2,2.6,1.015520393240611,2500.0,3961.199016898473
15,0,2.6,1.1875241911769545,2500.0,3531.189522057614
15,1,2.6,1.0739258199381627,2500.0,3815.1854501545936
15,2,2.6,1.1383530624143385,2500.0,3654.117343964154
16,0,2.6,1.075852213598104,2500.0,3810.3694660047404
16,1,2.6,1.2040971856707718,2500.0,3489.7570358230705
16,2,2.6,1.1721237012157586,2500.0,3569.6907469606035
17,0,2.6,1.2298430502211226,2500.0,3425.3923744471936
17,1,2.6,0.9975780919967985,2500.0,4006.054770008004
17,2,2.6,1.168544247468899,2500.0,3578.6393813277527
18,0,2.6,1.1814800068431985,2500.0,3546.2999828920038
18,1,2.6,0.931473834299094,2500.0,4171.315414252265
18,2,2.6,0.9756188305754623,2500.0,4060.9529235613445
19,0,2.6,1.1565112183277384,2500.0,3608.7219541806544
19,1,2.6,0.9040624063322886,2500.0,4239.843984169279
19,2,2.6,0.8617939968958586,2500.0,4345.515007760354
20,0,2.6,1.0646522295097525,2500.0,3838.369426225619
20,1,2.6,0.9811742949020342,2500.0,4047.064262744915
20,2,2.6,0.8454302040851108,2500.0,4386.424489787223
21,0,2.6,1.1669011238395204,2500.0,3582.747190401199
21,1,2.6,1.1959153365787567,2500.0,3510.2116585531085
21,2,2.6,0.8459836860189572,2500.0,4385.040784952607
22,0,2.6,1.1635900510316712,2500.0,3591.0248724208222
22,1,2.6,1.0361617511907388,2500.0,3909.5956220231533
22,2,2.6,0.6424215198403769,2500.0,4893.946200399058
23,0,2.6,1.1360081155660426,2500.0,3659.9797110848936
23,1,2.6,0.9616120973543443,2500.0,4095.9697566141394
23,2,2.6,0.704482776125611,2500.0,4738.793059685973
24,0,2.6,1.233150956846556,2500.0,3417.1226078836103
24,1,2.6,0.936006875917077,2500.0,4159.982810207308
24,2,2.6,0.73694568055078,2500.0,4657.63579862305
25,0,2.6,1.142691424134648,2478.497452327043,3611.9355925366267
25,1,2.6,0.9665492557770959,2478.497452327043,4048.50350805818
25,2,2.565595075309426,0.565595075309426,2521.5025476729575,5043.005095345915
26,0,2.6,1.1740336035459136,2340.3356581815506,3337.2400049901485
26,1,2.6,1.065510415666085,2340.3356581815506,3591.220691324847
26,2,2.344188870409711,0.3441888704097109,2659.664341818449,5319.328683636898
27,0,2.6,1.0731618879914537,2359.1492516110925,3602.0389892762555
27,1,2.6,1.1167295002261846,2359.1492516110925,3499.256489478208
27,2,2.3743998980353904,0.3743998980353902,2640.8507483889075,5281.701496777815
28,0,2.6,1.0991070513425525,2446.3163806427096,3671.6590058918514
28,1,2.6,1.0005756828293504,2446.3163806427096,3912.697906692841
28,2,2.5140930032424085,0.5140930032424085,2553.683619357291,5107.367238714582
29,0,2.6,1.1299775020358975,2494.362838973659,3666.7694913768887
29,1,2.6,1.015073145687169,2494.362838973659,3953.3826478893443
29,2,2.590980527071591,0.5909805270715908,2505.6371610263404,5011.274322052681
30,0,2.6,1.1909289047867377,2485.808630473038,3502.681089431224
30,1,2.6,1.0732455826285336,2485.808630473038,3795.2193073148264
30,2,2.57729356486347,0.5772935648634696,2514.1913695269614,5028.382739053923
31,0,2.6,1.158259000582834,2500.0,3604.3524985429153
31,1,2.6,0.8868678565906071,2500.0,4282.830358523483
31,2,2.6,0.6586012707868047,2500.0,4853.496823032989
32,0,2.6,1.3192355139882133,2500.0,3201.9112150294673
32,1,2.6,0.7480574607920667,2500.0,4629.856348019834
32,2,2.6,0.6943576751922454,2500.0,4764.105812019387
33,0,2.6,1.3030471081376038,2500.0,3242.3822296559906
