t,firm_id,price,cost,quantity,profit
0,0,2.6,1.0,2500.0,4000.0
0,1,2.6,1.0,2500.0,4000.0
0,2,2.6,1.0,2500.0,4000.0
1,0,2.6,0.8768335031085223,2500.0,4307.9162422286945
1,1,2.6,1.0267118947720868,2500.0,3933.2202630697834
1,2,2.6,0.9993073876436354,2500.0,4001.731530890912
2,0,2.6,0.9269870326240011,2500.0,4182.532418439998
2,1,2.6,0.8940390654911483,2500.0,4264.902336272129
2,2,2.6,1.110084204309386,2500.0,3724.7894892265354
3,0,2.6,0.9363625207407914,2500.0,4159.093698148022
3,1,2.6,0.776957257855526,2500.0,4557.606855361185
3,2,2.6,0.9742601648133755,2500.0,4064.3495879665616
4,0,2.6,0.8057061182743344,2500.0,4485.734704314164
4,1,2.6,0.7051957296682809,2500.0,4737.010675829298
4,2,2.6,1.0928223006063087,2500.0,3767.9442484842284
5,0,2.6,0.895159492871178,2500.0,4262.101267822055
5,1,2.6,0.6507909479291744,2500.0,4873.0226301770645
5,2,2.6,1.038163508208128,2500.0,3904.5912294796804
6,0,2.6,1.0881182668970322,2500.0,3779.7043327574197
6,1,2.6,0.7410698074281212,2500.0,4647.325481429697
6,2,2.6,0.9578244502476635,2500.0,4105.438874380841
7,0,2.6,1.0731470704487145,2500.0,3817.132323878214
7,1,2.6,0.698040649403119,2500.0,4754.898376492202
7,2,2.6,0.9729785960010195,2500.0,4067.5535099974513
8,0,2.6,1.1610620563147178,2500.0,3597.344859213206
8,1,2.6,0.6705515014558745,2500.0,4823.621246360314
8,2,2.6,1.0099066986995777,2500.0,3975.233253251056
9,0,2.6,1.2178886023714215,2500.0,3455.2784940714464
9,1,2.6,0.7489022670651313,2500.0,4627.744332337172
9,2,2.6,0.9468632891465083,2500.0,4132.84177713373
10,0,2.6,1.1957089567969437,2500.0,3510.7276080076413
10,1,2.6,0.9461376074114415,2500.0,4134.655981471396
10,2,2.6,0.9282664830253233,2500.0,4179.3337924366915
11,0,2.6,1.1987002662769064,2500.0,3503.2493343077344
11,1,2.6,0.9902324324901163,2500.0,4024.4189187747093
11,2,2.6,0.870540427789189,2500.0,4323.648930527028
12,0,2.6,1.1597255062129674,2500.0,3600.6862344675815
12,1,2.6,1.1580552308905476,2500.0,3604.8619227736312
12,2,2.6,1.000186026887547,2500.0,3999.5349327811323
13,0,2.6,1.049381765318747,2500.0,3876.545586703133
13,1,2.6,1.1645718104092562,2500.0,3588.57047397686
13,2,2.6,0.8712430565084677,2500.0,4321.892358728831
14,0,2.6,0.8962070128944852,2500.0,4259.482467763787
14,1,2.6,1.1648454576593954,2500.0,3587.886355851512
14,2,2.6,1.0236984768662365,2500.0,3940.753807834409
15,0,2.6,0.8880243994127239,2500.0,4279.93900146819
15,1,2.6,1.3118655567619704,2500.0,3220.3361080950745
15,2,2.6,0.9180134360787423,2500.0,4204.966409803144
16,0,2.6,0.9016512285183896,2500.0,4245.871928704026
16,1,2.6,1.3199601512558405,2500.0,3200.0996218603987
16,2,2.6,0.9266330331817549,2500.0,4183.417417045613
17,0,2.6,1.0009912395437972,2500.0,3997.521901140507
17,1,2.6,1.3772980274107849,2500.0,3056.754931473038
17,2,2.6,0.8717309763882818,2500.0,4320.672559029296
18,0,2.6,0.8658635327659141,2500.0,4335.341168085215
18,1,2.6,1.3219169997942637,2500.0,3195.207500514341
18,2,2.6,0.8696724305398632,2500.0,4325.818923650342
19,0,2.6,0.8107964625665787,2500.0,4473.008843583553
19,1,2.6,1.1694089520925675,2500.0,3576.4776197685815
19,2,2.6,0.6933092419250266,2500.0,4766.726895187434
20,0,2.6,0.8919246449281036,2500.0,4270.188387679741
20,1,2.6,1.195052066979,2500.0,3512.3698325525006
20,2,2.6,0.6347534276030851,2500.0,4913.116430992288
21,0,2.6,0.9360062149784467,2500.0,4159.9844625538835
21,1,2.6,1.2444939002259459,2500.0,3388.7652494351355
21,2,2.6,0.6134025349056987,2500.0,4966.493662735754
22,0,2.6,0.8932916978384,2500.0,4266.770755404
22,1,2.6,1.3593755055841756,2500.0,3101.561236039561
22,2,2.6,0.6987265208177647,2500.0,4753.183697955588
23,0,2.6,1.0365446572396801,2500.0,3908.6383569008
23,1,2.6,1.460596304263579,2500.0,2848.5092393410528
23,2,2.6,0.7245672985936461,2500.0,4688.581753515885
24,0,2.6,0.9916312565931822,2500.0,4020.9218585170447
24,1,2.6,1.4263321890515475,2500.0,2934.1695273711316
24,2,2.6,0.665110443628057,2500.0,4837.223890929858
25,0,2.6,0.9981567349235947,2500.0,4004.6081626910136
25,1,2.6,1.447249618196683,2500.0,2881.875954508293
25,2,2.6,0.781769217656578,2500.0,4545.576955858555
26,0,2.6,1.1329161700790447,2500.0,3667.7095748023885
26,1,2.6,1.4454486689040804,2500.0,2886.3783277397993
26,2,2.6,0.8207650981561733,2500.0,4448.087254609567
27,0,2.6,1.015366158711491,2500.0,3961.5846032212726
27,1,2.6,1.3776799032222606,2500.0,3055.8002419443487
27,2,2.6,0.7121394092614497,2500.0,4719.651476846376
28,0,2.6,1.028036555967999,2500.0,3929.9086100800027
28,1,2.6,1.323869211852311,2500.0,3190.3269703692226
28,2,2.6,0.634729513326979,2500.0,4913.176216682553
29,0,2.6,1.0251141492095501,2500.0,3937.2146269761247
29,1,2.6,1.136381429176436,2500.0,3659.04642705891
29,2,2.6,0.6249487585895376,2500.0,4937.628103526156
30,0,2.6,1.0704420310901033,2441.9834337803295,3735.155221084656
30,1,2.6,1.2596390064941043,2441.9834337803295,3273.1393414267413
30,2,2.5071568248339253,0.5071568248339254,2558.01656621967,5116.03313243934
31,0,2.6,1.0268065900000847,2500.0,3932.9835249997886
31,1,2.6,1.0537142522003706,2500.0,3865.7143694990737
31,2,2.6,0.6389651179405675,2500.0,4902.587205148581
32,0,2.6,1.0056252238254442,2428.1532672908934,3871.386322054435
32,1,2.6,1.075070788368068,2428.1532672908934,3702.761847611402
32,2,2.4850135644462776,0.48501356444627786,2571.8467327091066,5143.693465418212
33,0,2.6,0.978251981340277,2350.6358455858663,3812.1390251694015
33,1,2.6,1.0114668600056198,2350.6358455858663,3734.0629407718616
