t,firm_id,price,cost,quantity,profit
0,0,1.2,1.0,2500.0,499.9999999999999
0,1,1.2,1.0,2500.0,499.9999999999999
0,2,1.2,1.0,2500.0,499.9999999999999
1,0,2.6053210597715664,1.0053210597715667,1397.747082352678,2236.3953317642845
1,1,1.349986162021027,1.149986162021027,2618.3102380848577,523.6620476169714
1,2,1.0831795246069196,0.8831795246069195,2991.9713397812325,598.3942679562467
2,0,2.591505846514342,0.991505846514342,1417.7115416731394,2268.338466677023
2,1,1.3078947138004853,1.1078947138004853,2693.5217755593417,538.7043551118683
2,2,1.1297950020657672,0.9297950020657673,2944.3833413837597,588.8766682767518
3,0,2.259216824541296,1.0592168245412963,1595.9986758658015,1915.1984110389615
3,1,1.2751737966401395,1.0751737966401396,2610.446248926165,522.0892497852329
3,2,1.0670183128216573,0.8670183128216573,2896.7775376040167,579.3555075208033
4,0,2.6954682798188703,1.0954682798188704,1356.9397910018051,2171.103665602888
4,1,1.4019648757167817,1.2019648757167818,2590.8440553673045,518.1688110734608
4,2,1.091377639576254,0.8913776395762539,3026.108076815445,605.2216153630892
5,0,2.868095681007853,1.268095681007853,1548.937493753007,2478.299990004811
5,1,3.7787880700725873,1.178788070072587,982.3800918976531,2554.1882389338984
5,2,1.1080912581468398,0.9080912581468399,3734.34120717467,746.8682414349339
6,0,3.076720467656829,1.4767204676568293,1481.021889708742,2369.635023533987
6,1,3.8443648760958533,1.2443648760958532,1008.9499245145831,2623.2698037379164
6,2,1.2160010221067712,1.0160010221067712,3755.0140928883375,751.0028185776673
7,0,3.114338837214953,1.514338837214953,1475.5583564740177,2360.893370358428
7,1,3.758788314361987,1.158788314361987,1069.09417696198,2779.6448601011484
7,2,1.2608430168671707,1.0608430168671708,3727.6737332820007,745.5347466564
8,0,2.976710850786496,1.376710850786496,1499.7725949636867,2399.636151941899
8,1,3.871422702309934,1.271422702309934,958.8290941898582,2492.9556448936314
8,2,1.132816964036521,0.932816964036521,3770.6991554232277,754.1398310846458
9,0,4.3249972327192,1.3249972327192006,817.3120426395866,2451.936127918759
9,1,3.8549320807594025,1.2549320807594024,1033.8588479422963,2688.0330046499703
9,2,1.1120744552756132,0.9120744552756131,4074.4145547090584,814.8829109418119
10,0,4.440934013479126,1.4409340134791258,1717.89079002679,5153.6723700803705
10,1,3.940278154059265,1.3402781540592648,2206.5389085220977,5737.001162157455
10,2,3.300871158303291,0.9008711583032908,3037.7851507255564,7290.684361741335
11,0,4.601253127580843,1.6012531275808426,1473.2467527769263,4419.740258330779
11,1,3.733629630969803,1.1336296309698033,2273.4088222783585,5910.862937923731
11,2,3.096251912682714,0.6962519126827141,3126.672212472358,7504.013309933658
12,0,4.712523425540267,1.7125234255402675,1365.5965449579726,4096.789634873917
12,1,3.57066312488215,0.9706631248821499,2416.986491541725,6284.164878008486
12,2,3.0672914289039395,0.6672914289039397,3108.708481750151,7460.900356200362
13,0,4.8101098689882384,1.810109868988239,1336.967284507949,4010.9018535238465
13,1,3.3561688164838355,0.7561688164838356,2765.922889148511,7191.399511786128
13,2,3.2282871451935677,0.8282871451935679,2948.5549131717703,7076.5317916122485
14,0,4.870932494936567,1.8709324949365673,1344.0288159296476,4032.0864477889427
14,1,3.3722059113181517,0.7722059113181515,2843.497970706952,7393.094723838075
14,2,3.3285578957478834,0.9285578957478835,2906.2366066817003,6974.967856036081
15,0,5.059439214379408,2.0594392143794074,1209.2816345639753,3627.8449036919264
15,1,3.428493689096939,0.8284936890969392,2733.2715330942765,7106.505986045118
15,2,3.2232097682064635,0.8232097682064636,3028.723416170874,7268.936198810097
16,0,4.99210220925226,1.9921022092522598,667.3341921591343,2002.002576477403
16,1,1.4841553871781008,0.8841553871781008,3855.5323474801294,2313.3194084880774
16,2,3.216345562722056,0.8163455627220562,1621.6011128806074,3891.8426709134574
17,0,4.874741769588854,1.8747417695888542,1366.7592123790248,4100.277637137075
17,1,3.594077540678556,0.994077540678556,2592.8937073893317,6741.523639212262
17,2,3.288997981137014,0.8889979811370142,3020.173540115822,7248.416496277973
18,0,4.098562790882318,1.8985627908823186,1134.266366249324,2495.3860057485117
18,1,3.703890863563994,1.103890863563994,1381.710234530377,3592.44660977898
18,2,1.7112882192470793,0.7112882192470793,3742.01169961015,3742.01169961015
19,0,4.851311808781338,1.8513118087813376,1395.2207469624584,4185.662240887375
19,1,3.903189967399188,1.303189967399188,2241.4289016045886,5827.715144171931
19,2,3.2026014115781978,0.8026014115781978,3181.675175716476,7636.020421719542
20,0,4.807706700655291,1.8077067006552907,1376.480991492805,4129.442974478416
20,1,3.75999864997329,1.1599986499732895,2324.2194483719077,6042.970565766961
20,2,3.1521846416061408,0.7521846416061408,3149.649780067644,7559.159472162345
21,0,4.954043009789454,1.954043009789454,1278.230857859206,3834.692573577618
21,1,3.825003426001171,1.225003426001171,2247.9007292913634,5844.541896157544
21,2,3.095743670460907,0.6957436704609071,3236.934206424715,7768.642095419315
22,0,5.194703059740206,2.1947030597402057,1141.6734482593076,3425.0203447779236
22,1,3.8928615936321123,1.2928615936321122,2188.936602274614,5691.235165913997
22,2,3.0509308792883036,0.6509308792883036,3334.694974733039,8003.267939359293
23,0,5.297082081463043,2.297082081463043,1130.6198612504243,3391.859583751273
23,1,3.7745314641229775,1.1745314641229774,2420.6626881855414,6293.722989282408
23,2,3.2011459744695916,0.8011459744695918,3224.3587252820166,7738.4609406768395
24,0,5.4995033822541926,2.4995033822541926,1027.2491718888514,3081.747515666554
24,1,3.7514148267189134,1.1514148267189135,2461.888652764324,6400.910497187241
24,2,3.192623016527528,0.7926230165275282,3255.431087673412,7813.034610416189
25,0,4.590523928162913,2.5905239281629133,1494.978983582599,2989.9579671651977
25,1,3.8114027890832545,1.2114027890832544,2207.085172432406,5738.421448324256
25,2,3.1005987153646752,0.7005987153646753,3148.967921992497,7557.523012781992
26,0,5.543008569047487,2.543008569047487,399.8781861803311,1199.6345585409933
26,1,3.682709864637464,1.0827098646374638,1013.6463118103256,2635.4804107068467
26,2,0.7957356058496601,0.5957356058496601,4293.237751004672,858.6475502009341
27,0,5.346603256025211,2.346603256025211,956.7895557785648,2870.368667335694
27,1,3.626297561147874,1.0262975611478737,2261.39309209171,5879.622039438447
27,2,2.816063769745429,0.41606376974542925,3390.908676064863,8138.180822555669
28,0,4.575356465267204,2.1753564652672033,1315.2447422893038,3156.5873814943293
28,1,3.496108775094389,0.896108775094389,2256.120192892709,5865.912501521044
28,2,2.7881718753550677,0.388171875355068,3214.317532408994,7714.362077781585
29,0,5.234222409144635,2.2342224091446354,956.3970442409592,2869.1911327228777
29,1,3.3964506886012154,0.7964506886012153,2397.2056016924407,6232.734564400346
29,2,2.7432025892502327,0.34320258925023306,3323.1986770333,7975.676824879918
30,0,5.19472992328663,2.1947299232866295,957.950596913984,2873.8517907419523
30,1,3.466371518434423,0.8663715184344232,2273.2718357575095,5910.506772969524
30,2,2.6704651327691185,0.2704651327691187,3384.3887836642534,8122.533080794208
31,0,5.010832713523309,2.010832713523309,1041.5289242139122,3124.586772641736
31,1,3.4818137324844027,0.8818137324844026,2237.142190550892,5816.569695432319
31,2,2.6679348091593833,0.2679348091593833,3360.664442617598,8065.594662282235
32,0,4.9710646897959,1.9710646897958997,1036.0884318302578,3108.2652954907735
32,1,3.5665836135280675,0.9665836135280673,2091.1058423894156,5436.87519021248
32,2,2.5731191982262107,0.1731191982262109,3436.4028628901633,8247.366870936392
33,0,4.8505420387322005,1.8505420387322007,1069.242073182011,3207.7262195460326
33,1,3.4556902753632692,0.8556902753632692,2147.6536837516987,5583.899577754417
33,2,2.5418668089135017,0.14186680891350195,3391.5521215331455,8139.725091679549
